"Année","Grande région","Domaine d'activité","Niveau de qualification","Homme","Femme"
"2008","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","Nettoyage et hygiéne publique","Niveau 3",5140,4338
"2008","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","Nettoyage et hygiéne publique","Niveau 4",4318,3931
"2008","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","Activités pédagogiques","Niveau 1+2",9013,7509
"2008","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","Activités pédagogiques","Niveau 3",7750,6089
"2008","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","Activités pédagogiques","Niveau 4",X,X
"2008","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","Activités de l'hôtellerie-restauration, économie domestique","Niveau 1+2",4825,4333
"2008","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","Activités de l'hôtellerie-restauration, économie domestique","Niveau 3",4127,3920
"2008","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","Activités de l'hôtellerie-restauration, économie domestique","Niveau 4",3556,3697
"2008","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","Culture, information, sport, loisirs et divertissements","Niveau 1+2",6346,5535
"2008","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","Culture, information, sport, loisirs et divertissements","Niveau 3",5190,4870
"2008","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","Culture, information, sport, loisirs et divertissements","Niveau 4",3636,3841
"2008","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","ACTIVITES PROCHES DE LA PRODUCTION","Niveau 1+2",6166,4728
"2008","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","ACTIVITES PROCHES DE LA PRODUCTION","Niveau 3",5573,4412
"2008","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","ACTIVITES PROCHES DE LA PRODUCTION","Niveau 4",5004,4087
"2008","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Fabrication et transformation de produits","Niveau 1+2",6015,4535
"2008","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Fabrication et transformation de produits","Niveau 3",5443,4249
"2008","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Fabrication et transformation de produits","Niveau 4",4937,4023
"2008","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Activités de la construction","Niveau 1+2",6071,X
"2008","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Activités de la construction","Niveau 3",5491,4636
"2008","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Activités de la construction","Niveau 4",4990,X
"2008","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Mise en service, réglage et maintenance de machines","Niveau 1+2",6526,X
"2008","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Mise en service, réglage et maintenance de machines","Niveau 3",5962,4619
"2008","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Mise en service, réglage et maintenance de machines","Niveau 4",5217,4142
"2008","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Restauration, arts manuels","Niveau 1+2",X,X
"2008","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Restauration, arts manuels","Niveau 3",X,X
"2008","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Restauration, arts manuels","Niveau 4",*,X
"2008","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","SERVICES","Niveau 1+2",8408,6231
"2008","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","SERVICES","Niveau 3",5697,4955
"2008","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","SERVICES","Niveau 4",4593,4056
"2008","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Définition des buts et de la stratégie de l'entreprise","Niveau 1+2",11545,8775
"2008","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Définition des buts et de la stratégie de l'entreprise","Niveau 3",9269,X
"2008","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Définition des buts et de la stratégie de l'entreprise","Niveau 4",X,X
"2008","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Comptabilité, gestion du personnel","Niveau 1+2",9685,6804
"2008","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Comptabilité, gestion du personnel","Niveau 3",7034,5785
"2008","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Comptabilité, gestion du personnel","Niveau 4",X,4667
"2008","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Secrétariat, travaux de chancellerie","Niveau 1+2",7079,6018
"2008","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Secrétariat, travaux de chancellerie","Niveau 3",5929,5674
"2008","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Secrétariat, travaux de chancellerie","Niveau 4",5417,5002
"2008","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Autres activités commerciales et administratives","Niveau 1+2",7896,5960
"2008","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Autres activités commerciales et administratives","Niveau 3",6389,5500
"2008","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Autres activités commerciales et administratives","Niveau 4",4913,4550
"2008","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Logistique, tâches d'état-major","Niveau 1+2",8140,8234
"2008","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Logistique, tâches d'état-major","Niveau 3",5736,6017
"2008","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Logistique, tâches d'état-major","Niveau 4",4952,4295
"2008","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Expertises, conseils, vente","Niveau 1+2",9618,7697
"2008","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Expertises, conseils, vente","Niveau 3",6663,5723
"2008","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Expertises, conseils, vente","Niveau 4",X,4544
"2008","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Achat et vente de produits de base et d'équipement","Niveau 1+2",8586,6492
"2008","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Achat et vente de produits de base et d'équipement","Niveau 3",6907,5340
"2008","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Achat et vente de produits de base et d'équipement","Niveau 4",X,4968
"2008","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Vente de biens de consommation, vente au détail","Niveau 1+2",7427,4717
"2008","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Vente de biens de consommation, vente au détail","Niveau 3",5577,4282
"2008","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Vente de biens de consommation, vente au détail","Niveau 4",4136,4020
"2008","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Recherche et développement","Niveau 1+2",8879,8142
"2008","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Recherche et développement","Niveau 3",8089,5948
"2008","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Recherche et développement","Niveau 4",X,X
"2008","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Analyse, programmation, 'operating'","Niveau 1+2",8475,7738
"2008","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Analyse, programmation, 'operating'","Niveau 3",7308,6163
"2008","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Analyse, programmation, 'operating'","Niveau 4",5778,5105
"2008","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Planifier, construire, réaliser, dessiner","Niveau 1+2",7264,5812
"2008","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Planifier, construire, réaliser, dessiner","Niveau 3",6448,5007
"2008","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Planifier, construire, réaliser, dessiner","Niveau 4",X,X
"2008","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Transp. de personnes et de marchandises, communications","Niveau 1+2",5585,4710
"2008","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Transp. de personnes et de marchandises, communications","Niveau 3",5176,4544
"2008","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Transp. de personnes et de marchandises, communications","Niveau 4",5124,4036
"2008","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Services de sécurité, de surveillance","Niveau 1+2",8932,X
"2008","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Services de sécurité, de surveillance","Niveau 3",7001,X
"2008","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Services de sécurité, de surveillance","Niveau 4",5099,X
"2008","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Activités médicales, sociales et dans le domaine des soins","Niveau 1+2",7455,6179
"2008","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Activités médicales, sociales et dans le domaine des soins","Niveau 3",5952,5245
"2008","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Activités médicales, sociales et dans le domaine des soins","Niveau 4",X,4690
"2008","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Soins corporels, nettoyage des vétements","Niveau 1+2",X,X
"2008","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Soins corporels, nettoyage des vétements","Niveau 3",X,3535
"2008","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Soins corporels, nettoyage des vétements","Niveau 4",X,3400
"2008","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Nettoyage et hygiéne publique","Niveau 1+2",5767,5831
"2008","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Nettoyage et hygiéne publique","Niveau 3",4614,4238
"2008","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Nettoyage et hygiéne publique","Niveau 4",4376,4079
"2008","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Activités pédagogiques","Niveau 1+2",8820,7698
"2008","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Activités pédagogiques","Niveau 3",7137,6391
"2008","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Activités pédagogiques","Niveau 4",X,X
"2008","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Activités de l'hôtellerie-restauration, économie domestique","Niveau 1+2",5200,4599
"2008","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Activités de l'hôtellerie-restauration, économie domestique","Niveau 3",4333,4092
"2008","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Activités de l'hôtellerie-restauration, économie domestique","Niveau 4",3779,3700
"2008","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Culture, information, sport, loisirs et divertissements","Niveau 1+2",9442,7646
"2008","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Culture, information, sport, loisirs et divertissements","Niveau 3",5958,4614
"2008","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","Culture, information, sport, loisirs et divertissements","Niveau 4",4033,4272
"2008","Tessin (TI)","ACTIVITES PROCHES DE LA PRODUCTION","Niveau 1+2",5489,4037
"2008","Tessin (TI)","ACTIVITES PROCHES DE LA PRODUCTION","Niveau 3",5252,3917
"2008","Tessin (TI)","ACTIVITES PROCHES DE LA PRODUCTION","Niveau 4",4658,2877
"2008","Tessin (TI)","Fabrication et transformation de produits","Niveau 1+2",5434,3900
"2008","Tessin (TI)","Fabrication et transformation de produits","Niveau 3",4857,3875
"2008","Tessin (TI)","Fabrication et transformation de produits","Niveau 4",4218,2866
"2008","Tessin (TI)","Activités de la construction","Niveau 1+2",5512,X
"2008","Tessin (TI)","Activités de la construction","Niveau 3",5410,X
"2008","Tessin (TI)","Activités de la construction","Niveau 4",4991,X
"2008","Tessin (TI)","Mise en service, réglage et maintenance de machines","Niveau 1+2",5550,X
"2008","Tessin (TI)","Mise en service, réglage et maintenance de machines","Niveau 3",5608,5747
"2008","Tessin (TI)","Mise en service, réglage et maintenance de machines","Niveau 4",5012,3742
"2008","Tessin (TI)","Restauration, arts manuels","Niveau 1+2",X,X
"2008","Tessin (TI)","Restauration, arts manuels","Niveau 3",X,X
"2008","Tessin (TI)","Restauration, arts manuels","Niveau 4",X,X
"2008","Tessin (TI)","SERVICES","Niveau 1+2",7614,5633
"2008","Tessin (TI)","SERVICES","Niveau 3",5592,4953
"2008","Tessin (TI)","SERVICES","Niveau 4",4024,3734
"2008","Tessin (TI)","Définition des buts et de la stratégie de l'entreprise","Niveau 1+2",9918,7800
"2008","Tessin (TI)","Définition des buts et de la stratégie de l'entreprise","Niveau 3",6755( ),X
"2008","Tessin (TI)","Définition des buts et de la stratégie de l'entreprise","Niveau 4",X,X
"2008","Tessin (TI)","Comptabilité, gestion du personnel","Niveau 1+2",7746,5742
"2008","Tessin (TI)","Comptabilité, gestion du personnel","Niveau 3",5674,5166
"2008","Tessin (TI)","Comptabilité, gestion du personnel","Niveau 4",X,4391
"2008","Tessin (TI)","Secrétariat, travaux de chancellerie","Niveau 1+2",6426,5000
"2008","Tessin (TI)","Secrétariat, travaux de chancellerie","Niveau 3",5812,5043
"2008","Tessin (TI)","Secrétariat, travaux de chancellerie","Niveau 4",4526,4434
"2008","Tessin (TI)","Autres activités commerciales et administratives","Niveau 1+2",8083,5928
"2008","Tessin (TI)","Autres activités commerciales et administratives","Niveau 3",5778,5092
"2008","Tessin (TI)","Autres activités commerciales et administratives","Niveau 4",4800,4487
"2008","Tessin (TI)","Logistique, tâches d'état-major","Niveau 1+2",6944,5833
"2008","Tessin (TI)","Logistique, tâches d'état-major","Niveau 3",5760,5003
"2008","Tessin (TI)","Logistique, tâches d'état-major","Niveau 4",4253,X
"2008","Tessin (TI)","Expertises, conseils, vente","Niveau 1+2",9776,7026
"2008","Tessin (TI)","Expertises, conseils, vente","Niveau 3",6687,5406
"2008","Tessin (TI)","Expertises, conseils, vente","Niveau 4",X,X
"2008","Tessin (TI)","Achat et vente de produits de base et d'équipement","Niveau 1+2",8629,X
"2008","Tessin (TI)","Achat et vente de produits de base et d'équipement","Niveau 3",5031,5282
"2008","Tessin (TI)","Achat et vente de produits de base et d'équipement","Niveau 4",4094,X
"2008","Tessin (TI)","Vente de biens de consommation, vente au détail","Niveau 1+2",5329,4540
"2008","Tessin (TI)","Vente de biens de consommation, vente au détail","Niveau 3",4547,4234
"2008","Tessin (TI)","Vente de biens de consommation, vente au détail","Niveau 4",3889,3559
"2008","Tessin (TI)","Recherche et développement","Niveau 1+2",7503,6318
"2008","Tessin (TI)","Recherche et développement","Niveau 3",6000,5465
"2008","Tessin (TI)","Recherche et développement","Niveau 4",X,X
"2008","Tessin (TI)","Analyse, programmation, 'operating'","Niveau 1+2",8442,6500
"2008","Tessin (TI)","Analyse, programmation, 'operating'","Niveau 3",7012,5555
"2008","Tessin (TI)","Analyse, programmation, 'operating'","Niveau 4",X,4588
"2008","Tessin (TI)","Planifier, construire, réaliser, dessiner","Niveau 1+2",7283,5932
"2008","Tessin (TI)","Planifier, construire, réaliser, dessiner","Niveau 3",5952,4520
"2008","Tessin (TI)","Planifier, construire, réaliser, dessiner","Niveau 4",X,X
"2008","Tessin (TI)","Transp. de personnes et de marchandises, communications","Niveau 1+2",5438,X
"2008","Tessin (TI)","Transp. de personnes et de marchandises, communications","Niveau 3",5245,5025
"2008","Tessin (TI)","Transp. de personnes et de marchandises, communications","Niveau 4",4565,4364
"2008","Tessin (TI)","Services de sécurité, de surveillance","Niveau 1+2",8456( ),X
"2008","Tessin (TI)","Services de sécurité, de surveillance","Niveau 3",6961,X
"2008","Tessin (TI)","Services de sécurité, de surveillance","Niveau 4",4713,X
"2008","Tessin (TI)","Activités médicales, sociales et dans le domaine des soins","Niveau 1+2",7659,6341
"2008","Tessin (TI)","Activités médicales, sociales et dans le domaine des soins","Niveau 3",6185,5214
"2008","Tessin (TI)","Activités médicales, sociales et dans le domaine des soins","Niveau 4",X,4903
"2008","Tessin (TI)","Soins corporels, nettoyage des vétements","Niveau 1+2",X,X
"2008","Tessin (TI)","Soins corporels, nettoyage des vétements","Niveau 3",X,3012
"2008","Tessin (TI)","Soins corporels, nettoyage des vétements","Niveau 4",X,3200
"2008","Tessin (TI)","Nettoyage et hygiéne publique","Niveau 1+2",X,X
"2008","Tessin (TI)","Nettoyage et hygiéne publique","Niveau 3",X,X
"2008","Tessin (TI)","Nettoyage et hygiéne publique","Niveau 4",3712,3391
"2008","Tessin (TI)","Activités pédagogiques","Niveau 1+2",6852,5238
"2008","Tessin (TI)","Activités pédagogiques","Niveau 3",6746,6524
"2008","Tessin (TI)","Activités pédagogiques","Niveau 4",X,X
"2008","Tessin (TI)","Activités de l'hôtellerie-restauration, économie domestique","Niveau 1+2",4762,4109
"2008","Tessin (TI)","Activités de l'hôtellerie-restauration, économie domestique","Niveau 3",4108,3669
"2008","Tessin (TI)","Activités de l'hôtellerie-restauration, économie domestique","Niveau 4",3636,3469
"2008","Tessin (TI)","Culture, information, sport, loisirs et divertissements","Niveau 1+2",6825( ),5900
"2008","Tessin (TI)","Culture, information, sport, loisirs et divertissements","Niveau 3",6273,5443
"2008","Tessin (TI)","Culture, information, sport, loisirs et divertissements","Niveau 4",X,4563
"2010","Région lémanique (VD, VS, GE)","ACTIVITES PROCHES DE LA PRODUCTION","Niveau 1+2",6375,6541
"2010","Région lémanique (VD, VS, GE)","ACTIVITES PROCHES DE LA PRODUCTION","Niveau 3",6085,5620
"2010","Région lémanique (VD, VS, GE)","ACTIVITES PROCHES DE LA PRODUCTION","Niveau 4",5321,4360
"2010","Région lémanique (VD, VS, GE)","Fabrication et transformation de produits","Niveau 1+2",6618,6000( )
"2010","Région lémanique (VD, VS, GE)","Fabrication et transformation de produits","Niveau 3",6383,5547
"2010","Région lémanique (VD, VS, GE)","Fabrication et transformation de produits","Niveau 4",5225,4405
"2010","Région lémanique (VD, VS, GE)","Activités de la construction","Niveau 1+2",6270,5844( )
"2010","Région lémanique (VD, VS, GE)","Activités de la construction","Niveau 3",5919,5851
"2010","Région lémanique (VD, VS, GE)","Activités de la construction","Niveau 4",5353,4045( )
"2010","Région lémanique (VD, VS, GE)","Mise en service, réglage et maintenance de machines","Niveau 1+2",6499,8098( )
"2010","Région lémanique (VD, VS, GE)","Mise en service, réglage et maintenance de machines","Niveau 3",6225,6288
"2010","Région lémanique (VD, VS, GE)","Mise en service, réglage et maintenance de machines","Niveau 4",5529,4435( )
"2010","Région lémanique (VD, VS, GE)","Restauration, arts manuels","Niveau 1+2",5200( ),X
"2010","Région lémanique (VD, VS, GE)","Restauration, arts manuels","Niveau 3",4850( ),4230( )
"2010","Région lémanique (VD, VS, GE)","Restauration, arts manuels","Niveau 4",4952( ),X
"2010","Région lémanique (VD, VS, GE)","SERVICES","Niveau 1+2",9848,7500
"2010","Région lémanique (VD, VS, GE)","SERVICES","Niveau 3",6436,5786
"2010","Région lémanique (VD, VS, GE)","SERVICES","Niveau 4",4703,4340
"2010","Région lémanique (VD, VS, GE)","Définition des buts et de la stratégie de l'entreprise","Niveau 1+2",13279,10229
"2010","Région lémanique (VD, VS, GE)","Définition des buts et de la stratégie de l'entreprise","Niveau 3",10352,6700( )
"2010","Région lémanique (VD, VS, GE)","Définition des buts et de la stratégie de l'entreprise","Niveau 4",X,X
"2010","Région lémanique (VD, VS, GE)","Comptabilité, gestion du personnel","Niveau 1+2",11259,7876
"2010","Région lémanique (VD, VS, GE)","Comptabilité, gestion du personnel","Niveau 3",7700,6736
"2010","Région lémanique (VD, VS, GE)","Comptabilité, gestion du personnel","Niveau 4",5910,5810
"2010","Région lémanique (VD, VS, GE)","Secrétariat, travaux de chancellerie","Niveau 1+2",10500( ),6323
"2010","Région lémanique (VD, VS, GE)","Secrétariat, travaux de chancellerie","Niveau 3",7513,6316
"2010","Région lémanique (VD, VS, GE)","Secrétariat, travaux de chancellerie","Niveau 4",6500,5850
"2010","Région lémanique (VD, VS, GE)","Autres activités commerciales et administratives","Niveau 1+2",9993,7994( )
"2010","Région lémanique (VD, VS, GE)","Autres activités commerciales et administratives","Niveau 3",7580,6345
"2010","Région lémanique (VD, VS, GE)","Autres activités commerciales et administratives","Niveau 4",6185,5633
"2010","Région lémanique (VD, VS, GE)","Logistique, tâches d'état-major","Niveau 1+2",10191,9479
"2010","Région lémanique (VD, VS, GE)","Logistique, tâches d'état-major","Niveau 3",7672,7666
"2010","Région lémanique (VD, VS, GE)","Logistique, tâches d'état-major","Niveau 4",5504,5492
"2010","Région lémanique (VD, VS, GE)","Expertises, conseils, vente","Niveau 1+2",12683,9681
"2010","Région lémanique (VD, VS, GE)","Expertises, conseils, vente","Niveau 3",8652,7220
"2010","Région lémanique (VD, VS, GE)","Expertises, conseils, vente","Niveau 4",6149,5859
"2010","Région lémanique (VD, VS, GE)","Achat et vente de produits de base et d'équipement","Niveau 1+2",10644( ),7694
"2010","Région lémanique (VD, VS, GE)","Achat et vente de produits de base et d'équipement","Niveau 3",6835,6649
"2010","Région lémanique (VD, VS, GE)","Achat et vente de produits de base et d'équipement","Niveau 4",4707,4619( )
"2010","Région lémanique (VD, VS, GE)","Vente de biens de consommation, vente au détail","Niveau 1+2",7053,5340
"2010","Région lémanique (VD, VS, GE)","Vente de biens de consommation, vente au détail","Niveau 3",5067,4472
"2010","Région lémanique (VD, VS, GE)","Vente de biens de consommation, vente au détail","Niveau 4",4300,3940
"2010","Région lémanique (VD, VS, GE)","Recherche et développement","Niveau 1+2",10864,9660
"2010","Région lémanique (VD, VS, GE)","Recherche et développement","Niveau 3",8301,7514
"2010","Région lémanique (VD, VS, GE)","Recherche et développement","Niveau 4",6220( ),5738( )
"2010","Région lémanique (VD, VS, GE)","Analyse, programmation, 'operating'","Niveau 1+2",10813,9506
"2010","Région lémanique (VD, VS, GE)","Analyse, programmation, 'operating'","Niveau 3",8400,7927
"2010","Région lémanique (VD, VS, GE)","Analyse, programmation, 'operating'","Niveau 4",7378( ),5633( )
"2010","Région lémanique (VD, VS, GE)","Planifier, construire, réaliser, dessiner","Niveau 1+2",8000,6390( )
"2010","Région lémanique (VD, VS, GE)","Planifier, construire, réaliser, dessiner","Niveau 3",6626,5958
"2010","Région lémanique (VD, VS, GE)","Planifier, construire, réaliser, dessiner","Niveau 4",5667,5287
"2010","Région lémanique (VD, VS, GE)","Transp. de personnes et de marchandises, communications","Niveau 1+2",6480,6160
"2010","Région lémanique (VD, VS, GE)","Transp. de personnes et de marchandises, communications","Niveau 3",5573,5453
"2010","Région lémanique (VD, VS, GE)","Transp. de personnes et de marchandises, communications","Niveau 4",4994,4663
"2010","Région lémanique (VD, VS, GE)","Services de sécurité, de surveillance","Niveau 1+2",12613( ),13060( )
"2010","Région lémanique (VD, VS, GE)","Services de sécurité, de surveillance","Niveau 3",6268( ),5412( )
"2010","Région lémanique (VD, VS, GE)","Services de sécurité, de surveillance","Niveau 4",5256,4669
"2010","Région lémanique (VD, VS, GE)","Activités médicales, sociales et dans le domaine des soins","Niveau 1+2",7887,7528
"2010","Région lémanique (VD, VS, GE)","Activités médicales, sociales et dans le domaine des soins","Niveau 3",6506,5848
"2010","Région lémanique (VD, VS, GE)","Activités médicales, sociales et dans le domaine des soins","Niveau 4",4904,4945
"2010","Région lémanique (VD, VS, GE)","Soins corporels, nettoyage des vétements","Niveau 1+2",X,3810
"2010","Région lémanique (VD, VS, GE)","Soins corporels, nettoyage des vétements","Niveau 3",3657( ),3634
"2010","Région lémanique (VD, VS, GE)","Soins corporels, nettoyage des vétements","Niveau 4",4186( ),4763( )
"2010","Région lémanique (VD, VS, GE)","Nettoyage et hygiéne publique","Niveau 1+2",5694( ),4755
"2010","Région lémanique (VD, VS, GE)","Nettoyage et hygiéne publique","Niveau 3",5214,4027
"2010","Région lémanique (VD, VS, GE)","Nettoyage et hygiéne publique","Niveau 4",4240,3670
"2010","Région lémanique (VD, VS, GE)","Activités pédagogiques","Niveau 1+2",8152,7348
"2010","Région lémanique (VD, VS, GE)","Activités pédagogiques","Niveau 3",7334,6333
"2010","Région lémanique (VD, VS, GE)","Activités pédagogiques","Niveau 4",5241( ),4647( )
"2010","Région lémanique (VD, VS, GE)","Activités de l'hôtellerie-restauration, économie domestique","Niveau 1+2",5393,4680
"2010","Région lémanique (VD, VS, GE)","Activités de l'hôtellerie-restauration, économie domestique","Niveau 3",4635,4119
"2010","Région lémanique (VD, VS, GE)","Activités de l'hôtellerie-restauration, économie domestique","Niveau 4",3901,3790
"2010","Région lémanique (VD, VS, GE)","Culture, information, sport, loisirs et divertissements","Niveau 1+2",8020,6728
"2010","Région lémanique (VD, VS, GE)","Culture, information, sport, loisirs et divertissements","Niveau 3",6396,5731
"2010","Région lémanique (VD, VS, GE)","Culture, information, sport, loisirs et divertissements","Niveau 4",4669,4614( )
"2010","Espace Mittelland (BE, FR, SO, NE, JU)","ACTIVITES PROCHES DE LA PRODUCTION","Niveau 1+2",6405,5202
"2010","Espace Mittelland (BE, FR, SO, NE, JU)","ACTIVITES PROCHES DE LA PRODUCTION","Niveau 3",5804,4908
"2010","Espace Mittelland (BE, FR, SO, NE, JU)","ACTIVITES PROCHES DE LA PRODUCTION","Niveau 4",5232,4380
"2010","Espace Mittelland (BE, FR, SO, NE, JU)","Fabrication et transformation de produits","Niveau 1+2",6306,4977
"2010","Espace Mittelland (BE, FR, SO, NE, JU)","Fabrication et transformation de produits","Niveau 3",5703,4836
"2010","Espace Mittelland (BE, FR, SO, NE, JU)","Fabrication et transformation de produits","Niveau 4",5060,4363
"2010","Espace Mittelland (BE, FR, SO, NE, JU)","Activités de la construction","Niveau 1+2",6306,5934
"2010","Espace Mittelland (BE, FR, SO, NE, JU)","Activités de la construction","Niveau 3",5640,4939
"2010","Espace Mittelland (BE, FR, SO, NE, JU)","Activités de la construction","Niveau 4",5267,4266( )
"2010","Espace Mittelland (BE, FR, SO, NE, JU)","Mise en service, réglage et maintenance de machines","Niveau 1+2",6753,5875
"2010","Espace Mittelland (BE, FR, SO, NE, JU)","Mise en service, réglage et maintenance de machines","Niveau 3",6202,5195
"2010","Espace Mittelland (BE, FR, SO, NE, JU)","Mise en service, réglage et maintenance de machines","Niveau 4",5735,4537
"2010","Espace Mittelland (BE, FR, SO, NE, JU)","Restauration, arts manuels","Niveau 1+2",4967( ),X
"2010","Espace Mittelland (BE, FR, SO, NE, JU)","Restauration, arts manuels","Niveau 3",X,4044( )
"2010","Espace Mittelland (BE, FR, SO, NE, JU)","Restauration, arts manuels","Niveau 4",X,X
"2010","Espace Mittelland (BE, FR, SO, NE, JU)","SERVICES","Niveau 1+2",8829,6536
"2010","Espace Mittelland (BE, FR, SO, NE, JU)","SERVICES","Niveau 3",6123,5232
"2010","Espace Mittelland (BE, FR, SO, NE, JU)","SERVICES","Niveau 4",4658,4324
"2010","Espace Mittelland (BE, FR, SO, NE, JU)","Définition des buts et de la stratégie de l'entreprise","Niveau 1+2",11586,9196
"2010","Espace Mittelland (BE, FR, SO, NE, JU)","Définition des buts et de la stratégie de l'entreprise","Niveau 3",8993,7174
"2010","Espace Mittelland (BE, FR, SO, NE, JU)","Définition des buts et de la stratégie de l'entreprise","Niveau 4",X,X
"2010","Espace Mittelland (BE, FR, SO, NE, JU)","Comptabilité, gestion du personnel","Niveau 1+2",9686,6881
"2010","Espace Mittelland (BE, FR, SO, NE, JU)","Comptabilité, gestion du personnel","Niveau 3",6403,5852
"2010","Espace Mittelland (BE, FR, SO, NE, JU)","Comptabilité, gestion du personnel","Niveau 4",5330,5608
"2010","Espace Mittelland (BE, FR, SO, NE, JU)","Secrétariat, travaux de chancellerie","Niveau 1+2",7130,5978
"2010","Espace Mittelland (BE, FR, SO, NE, JU)","Secrétariat, travaux de chancellerie","Niveau 3",5985,5609
"2010","Espace Mittelland (BE, FR, SO, NE, JU)","Secrétariat, travaux de chancellerie","Niveau 4",5570,5357
"2010","Espace Mittelland (BE, FR, SO, NE, JU)","Autres activités commerciales et administratives","Niveau 1+2",9240,6512
"2010","Espace Mittelland (BE, FR, SO, NE, JU)","Autres activités commerciales et administratives","Niveau 3",6782,5690
