"Année","Grande région","Classe de salaires nets","Taux d'occupation","Homme","Femme"
"2010","Zurich (ZH)","0-  1000 francs","Plein temps (>= 90%)",X,0.1
"2010","Zurich (ZH)","0-  1000 francs","Temps partiel (< 90%)",28.0,22.3
"2010","Zurich (ZH)","1001-  2000 francs","Plein temps (>= 90%)",0.1,0.5
"2010","Zurich (ZH)","1001-  2000 francs","Temps partiel (< 90%)",17.9,21.5
"2010","Zurich (ZH)","2001-  3000 francs","Plein temps (>= 90%)",0.7,2.7
"2010","Zurich (ZH)","2001-  3000 francs","Temps partiel (< 90%)",13.7,22.2
"2010","Zurich (ZH)","3001-  4000 francs","Plein temps (>= 90%)",6.1,20.2
"2010","Zurich (ZH)","3001-  4000 francs","Temps partiel (< 90%)",11.7,16.2
"2010","Zurich (ZH)","4001-  5000 francs","Plein temps (>= 90%)",17.3,26.5
"2010","Zurich (ZH)","4001-  5000 francs","Temps partiel (< 90%)",9.4,8.4
"2010","Zurich (ZH)","5001-  6000 francs","Plein temps (>= 90%)",19.3,17.6
"2010","Zurich (ZH)","5001-  6000 francs","Temps partiel (< 90%)",7.0,5.0
"2010","Zurich (ZH)","6001-  7000 francs","Plein temps (>= 90%)",14.0,12.0
"2010","Zurich (ZH)","6001-  7000 francs","Temps partiel (< 90%)",4.7,2.1
"2010","Zurich (ZH)","7001-  8000 francs","Plein temps (>= 90%)",10.2,7.3
"2010","Zurich (ZH)","7001-  8000 francs","Temps partiel (< 90%)",2.7,1.0
"2010","Zurich (ZH)","8001-  9000 francs","Plein temps (>= 90%)",7.6,4.3
"2010","Zurich (ZH)","8001-  9000 francs","Temps partiel (< 90%)",1.8,0.5
"2010","Zurich (ZH)","9001-10000 francs","Plein temps (>= 90%)",5.9,2.6
"2010","Zurich (ZH)","9001-10000 francs","Temps partiel (< 90%)",1.0,0.3
"2010","Zurich (ZH)","10001-11000 francs","Plein temps (>= 90%)",4.3,1.8
"2010","Zurich (ZH)","10001-11000 francs","Temps partiel (< 90%)",0.6,0.1
"2010","Zurich (ZH)","11001-12000 francs","Plein temps (>= 90%)",3.1,1.1
"2010","Zurich (ZH)","11001-12000 francs","Temps partiel (< 90%)",0.3,0.1
"2010","Zurich (ZH)","12001-13000 francs","Plein temps (>= 90%)",2.2,0.8
"2010","Zurich (ZH)","12001-13000 francs","Temps partiel (< 90%)",0.3,0.1
"2010","Zurich (ZH)","13001-14000 francs","Plein temps (>= 90%)",1.7,0.6
"2010","Zurich (ZH)","13001-14000 francs","Temps partiel (< 90%)",0.3,0.1
"2010","Zurich (ZH)","14001-15000 francs","Plein temps (>= 90%)",1.3,0.4
"2010","Zurich (ZH)","14001-15000 francs","Temps partiel (< 90%)",0.2,X
"2010","Zurich (ZH)","15001-16000 francs","Plein temps (>= 90%)",1.0,0.3
"2010","Zurich (ZH)","15001-16000 francs","Temps partiel (< 90%)",X,X
"2010","Zurich (ZH)","16001-17000 francs","Plein temps (>= 90%)",0.8,0.2
"2010","Zurich (ZH)","16001-17000 francs","Temps partiel (< 90%)",X,X
"2010","Zurich (ZH)","17001-18000 francs","Plein temps (>= 90%)",0.6,0.2
"2010","Zurich (ZH)","17001-18000 francs","Temps partiel (< 90%)",X,X
"2010","Zurich (ZH)","18001-19000 francs","Plein temps (>= 90%)",0.5,0.2
"2010","Zurich (ZH)","18001-19000 francs","Temps partiel (< 90%)",X,X
"2010","Zurich (ZH)","19001-20000 francs","Plein temps (>= 90%)",0.4,0.1
"2010","Zurich (ZH)","19001-20000 francs","Temps partiel (< 90%)",X,X
"2010","Zurich (ZH)","20001+ francs","Plein temps (>= 90%)",2.9,0.6
"2010","Zurich (ZH)","20001+ francs","Temps partiel (< 90%)",0.2,X
"2010","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","0-  1000 francs","Plein temps (>= 90%)",X,X
"2010","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","0-  1000 francs","Temps partiel (< 90%)",21.5,22.5
"2010","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","1001-  2000 francs","Plein temps (>= 90%)",0.2,0.6
"2010","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","1001-  2000 francs","Temps partiel (< 90%)",17.2,24.1
"2010","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","2001-  3000 francs","Plein temps (>= 90%)",1.0,6.1
"2010","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","2001-  3000 francs","Temps partiel (< 90%)",16.2,23.6
"2010","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","3001-  4000 francs","Plein temps (>= 90%)",8.9,33.9
"2010","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","3001-  4000 francs","Temps partiel (< 90%)",16.4,16.0
"2010","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","4001-  5000 francs","Plein temps (>= 90%)",28.6,30.2
"2010","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","4001-  5000 francs","Temps partiel (< 90%)",13.0,8.0
"2010","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","5001-  6000 francs","Plein temps (>= 90%)",25.9,15.1
"2010","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","5001-  6000 francs","Temps partiel (< 90%)",7.8,3.5
"2010","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","6001-  7000 francs","Plein temps (>= 90%)",13.8,7.1
"2010","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","6001-  7000 francs","Temps partiel (< 90%)",3.5,1.4
"2010","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","7001-  8000 francs","Plein temps (>= 90%)",8.1,3.2
"2010","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","7001-  8000 francs","Temps partiel (< 90%)",2.1,0.5
"2010","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","8001-  9000 francs","Plein temps (>= 90%)",4.7,1.5
"2010","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","8001-  9000 francs","Temps partiel (< 90%)",1.1,0.2
"2010","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","9001-10000 francs","Plein temps (>= 90%)",2.7,0.9
"2010","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","9001-10000 francs","Temps partiel (< 90%)",0.5,X
"2010","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","10001-11000 francs","Plein temps (>= 90%)",1.8,0.5
"2010","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","10001-11000 francs","Temps partiel (< 90%)",X,X
"2010","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","11001-12000 francs","Plein temps (>= 90%)",1.1,0.3
"2010","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","11001-12000 francs","Temps partiel (< 90%)",X,X
"2010","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","12001-13000 francs","Plein temps (>= 90%)",0.7,X
"2010","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","12001-13000 francs","Temps partiel (< 90%)",X,X
"2010","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","13001-14000 francs","Plein temps (>= 90%)",0.5,X
"2010","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","13001-14000 francs","Temps partiel (< 90%)",X,X
"2010","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","14001-15000 francs","Plein temps (>= 90%)",0.4,X
"2010","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","14001-15000 francs","Temps partiel (< 90%)",*,X
"2010","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","15001-16000 francs","Plein temps (>= 90%)",0.3,X
"2010","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","15001-16000 francs","Temps partiel (< 90%)",X,X
"2010","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","16001-17000 francs","Plein temps (>= 90%)",0.2,X
"2010","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","16001-17000 francs","Temps partiel (< 90%)",*,X
"2010","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","17001-18000 francs","Plein temps (>= 90%)",0.2,X
"2010","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","17001-18000 francs","Temps partiel (< 90%)",*,X
"2010","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","18001-19000 francs","Plein temps (>= 90%)",0.1,X
"2010","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","18001-19000 francs","Temps partiel (< 90%)",*,X
"2010","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","19001-20000 francs","Plein temps (>= 90%)",0.1,X
"2010","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","19001-20000 francs","Temps partiel (< 90%)",*,X
"2010","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","20001+ francs","Plein temps (>= 90%)",0.6,X
"2010","Suisse orientale (GL, SH, AR, AI, SG, GR, TG)","20001+ francs","Temps partiel (< 90%)",X,X
"2010","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","0-  1000 francs","Plein temps (>= 90%)",X,X
"2010","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","0-  1000 francs","Temps partiel (< 90%)",22.8,24.5
"2010","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","1001-  2000 francs","Plein temps (>= 90%)",0.2,0.7
"2010","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","1001-  2000 francs","Temps partiel (< 90%)",16.4,24.1
"2010","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","2001-  3000 francs","Plein temps (>= 90%)",0.8,3.6
"2010","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","2001-  3000 francs","Temps partiel (< 90%)",15.5,21.8
"2010","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","3001-  4000 francs","Plein temps (>= 90%)",6.8,24.9
"2010","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","3001-  4000 francs","Temps partiel (< 90%)",16.4,14.8
"2010","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","4001-  5000 francs","Plein temps (>= 90%)",23.3,29.1
"2010","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","4001-  5000 francs","Temps partiel (< 90%)",11.3,8.1
"2010","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","5001-  6000 francs","Plein temps (>= 90%)",25.0,17.9
"2010","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","5001-  6000 francs","Temps partiel (< 90%)",8.1,4.0
"2010","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","6001-  7000 francs","Plein temps (>= 90%)",14.8,10.2
"2010","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","6001-  7000 francs","Temps partiel (< 90%)",4.3,1.5
"2010","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","7001-  8000 francs","Plein temps (>= 90%)",8.9,4.9
"2010","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","7001-  8000 francs","Temps partiel (< 90%)",1.9,0.6
"2010","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","8001-  9000 francs","Plein temps (>= 90%)",5.9,2.7
"2010","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","8001-  9000 francs","Temps partiel (< 90%)",1.4,0.2
"2010","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","9001-10000 francs","Plein temps (>= 90%)",3.9,2.0
"2010","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","9001-10000 francs","Temps partiel (< 90%)",X,X
"2010","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","10001-11000 francs","Plein temps (>= 90%)",2.5,1.1
"2010","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","10001-11000 francs","Temps partiel (< 90%)",X,X
"2010","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","11001-12000 francs","Plein temps (>= 90%)",1.6,0.9
"2010","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","11001-12000 francs","Temps partiel (< 90%)",X,X
"2010","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","12001-13000 francs","Plein temps (>= 90%)",1.3,0.5
"2010","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","12001-13000 francs","Temps partiel (< 90%)",X,X
"2010","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","13001-14000 francs","Plein temps (>= 90%)",1.0,0.4
"2010","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","13001-14000 francs","Temps partiel (< 90%)",X,X
"2010","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","14001-15000 francs","Plein temps (>= 90%)",0.7,X
"2010","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","14001-15000 francs","Temps partiel (< 90%)",X,X
"2010","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","15001-16000 francs","Plein temps (>= 90%)",0.5,X
"2010","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","15001-16000 francs","Temps partiel (< 90%)",X,X
"2010","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","16001-17000 francs","Plein temps (>= 90%)",0.4,X
"2010","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","16001-17000 francs","Temps partiel (< 90%)",*,X
"2010","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","17001-18000 francs","Plein temps (>= 90%)",0.3,X
"2010","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","17001-18000 francs","Temps partiel (< 90%)",X,X
"2010","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","18001-19000 francs","Plein temps (>= 90%)",0.3,X
"2010","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","18001-19000 francs","Temps partiel (< 90%)",X,X
"2010","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","19001-20000 francs","Plein temps (>= 90%)",0.2,X
"2010","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","19001-20000 francs","Temps partiel (< 90%)",X,X
"2010","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","20001+ francs","Plein temps (>= 90%)",1.6,0.3
"2010","Suisse centrale (LU, UR, SZ, OW, NW, ZG)","20001+ francs","Temps partiel (< 90%)",X,X
"2010","Tessin (TI)","0-  1000 francs","Plein temps (>= 90%)",X,X
"2010","Tessin (TI)","0-  1000 francs","Temps partiel (< 90%)",15.1,19.5
"2010","Tessin (TI)","1001-  2000 francs","Plein temps (>= 90%)",0.3,1.8
"2010","Tessin (TI)","1001-  2000 francs","Temps partiel (< 90%)",21.0,25.8
"2010","Tessin (TI)","2001-  3000 francs","Plein temps (>= 90%)",3.9,22.7
"2010","Tessin (TI)","2001-  3000 francs","Temps partiel (< 90%)",21.6,27.9
"2010","Tessin (TI)","3001-  4000 francs","Plein temps (>= 90%)",20.8,30.7
"2010","Tessin (TI)","3001-  4000 francs","Temps partiel (< 90%)",22.4,16.0
"2010","Tessin (TI)","4001-  5000 francs","Plein temps (>= 90%)",29.7,21.7
"2010","Tessin (TI)","4001-  5000 francs","Temps partiel (< 90%)",10.0,6.3
"2010","Tessin (TI)","5001-  6000 francs","Plein temps (>= 90%)",18.5,10.5
"2010","Tessin (TI)","5001-  6000 francs","Temps partiel (< 90%)",4.6,3.1
"2010","Tessin (TI)","6001-  7000 francs","Plein temps (>= 90%)",9.4,5.6
"2010","Tessin (TI)","6001-  7000 francs","Temps partiel (< 90%)",1.8,0.9
"2010","Tessin (TI)","7001-  8000 francs","Plein temps (>= 90%)",5.1,2.7
"2010","Tessin (TI)","7001-  8000 francs","Temps partiel (< 90%)",X,X
"2010","Tessin (TI)","8001-  9000 francs","Plein temps (>= 90%)",3.2,1.3
"2010","Tessin (TI)","8001-  9000 francs","Temps partiel (< 90%)",X,X
"2010","Tessin (TI)","9001-10000 francs","Plein temps (>= 90%)",2.2,0.9
"2010","Tessin (TI)","9001-10000 francs","Temps partiel (< 90%)",X,X
"2010","Tessin (TI)","10001-11000 francs","Plein temps (>= 90%)",1.6,0.4
"2010","Tessin (TI)","10001-11000 francs","Temps partiel (< 90%)",X,X
"2010","Tessin (TI)","11001-12000 francs","Plein temps (>= 90%)",1.1,X
"2010","Tessin (TI)","11001-12000 francs","Temps partiel (< 90%)",X,X
"2010","Tessin (TI)","12001-13000 francs","Plein temps (>= 90%)",0.8,X
"2010","Tessin (TI)","12001-13000 francs","Temps partiel (< 90%)",X,X
"2010","Tessin (TI)","13001-14000 francs","Plein temps (>= 90%)",0.5,X
"2010","Tessin (TI)","13001-14000 francs","Temps partiel (< 90%)",X,X
"2010","Tessin (TI)","14001-15000 francs","Plein temps (>= 90%)",0.5,X
"2010","Tessin (TI)","14001-15000 francs","Temps partiel (< 90%)",*,*
"2010","Tessin (TI)","15001-16000 francs","Plein temps (>= 90%)",0.3,X
"2010","Tessin (TI)","15001-16000 francs","Temps partiel (< 90%)",X,X
"2010","Tessin (TI)","16001-17000 francs","Plein temps (>= 90%)",0.3,X
"2010","Tessin (TI)","16001-17000 francs","Temps partiel (< 90%)",X,X
"2010","Tessin (TI)","17001-18000 francs","Plein temps (>= 90%)",0.2,X
"2010","Tessin (TI)","17001-18000 francs","Temps partiel (< 90%)",X,X
"2010","Tessin (TI)","18001-19000 francs","Plein temps (>= 90%)",0.3,X
"2010","Tessin (TI)","18001-19000 francs","Temps partiel (< 90%)",*,*
"2010","Tessin (TI)","19001-20000 francs","Plein temps (>= 90%)",X,X
"2010","Tessin (TI)","19001-20000 francs","Temps partiel (< 90%)",*,*
"2010","Tessin (TI)","20001+ francs","Plein temps (>= 90%)",1.4,X
"2010","Tessin (TI)","20001+ francs","Temps partiel (< 90%)",X,X
